,id,type,address,number,postal_code,municipality,province,location,public,available,hours,Full_Address,Lat,Lon,WT_3m1p5
1982,2856.0,,Handschoenmarkt ,,2000.0,Antwerpen,Antwerpen,zw kathedraal spreekkamer,,,,"Handschoenmarkt ,,Antwerpen,Belgium",51.220503,4.4001113,"[(51.221523, 4.396784), (51.221523, 4.396935), (51.22148, 4.397063), (51.221395, 4.397149), (51.221309, 4.397407), (51.221223, 4.397492), (51.22118, 4.397621), (51.221223, 4.39775), (51.221395, 4.397922), (51.221523, 4.397964), (51.221695, 4.397964), (51.221824, 4.398007), (51.22191, 4.398265), (51.221995, 4.398351), (51.222038, 4.398479), (51.222038, 4.398823), (51.221995, 4.398952), (51.22191, 4.399037), (51.221867, 4.399166), (51.221867, 4.399338), (51.22191, 4.399467), (51.222038, 4.399509), (51.222167, 4.399467), (51.222253, 4.399381), (51.222339, 4.399381), (51.222382, 4.399509), (51.222382, 4.399853), (51.222339, 4.399981), (51.222253, 4.400067), (51.22221, 4.400196), (51.22221, 4.400368), (51.222167, 4.400496), (51.222081, 4.400582), (51.222081, 4.400668), (51.222339, 4.400754), (51.222425, 4.401011), (51.222682, 4.401097), (51.222682, 4.401183), (51.222553, 4.401226), (51.22221, 4.401226), (51.222081, 4.401183), (51.22148, 4.400582), (51.221395, 4.400582), (51.221352, 4.400711), (51.221352, 4.401054), (51.221309, 4.401183), (51.221223, 4.401269), (51.221223, 4.401355), (51.221395, 4.401526), (51.221652, 4.401612), (51.221695, 4.401741), (51.221695, 4.402428), (51.221652, 4.402556), (51.221523, 4.402599), (51.221352, 4.402599), (51.221223, 4.402642), (51.221137, 4.402728), (51.221008, 4.402771), (51.220322, 4.402771), (51.220193, 4.402814), (51.220107, 4.4029), (51.219978, 4.402943), (51.21985, 4.4029), (51.219807, 4.402771), (51.21985, 4.402642), (51.220107, 4.402556), (51.220279, 4.402385), (51.220365, 4.402127), (51.22045, 4.402041), (51.220493, 4.401913), (51.220493, 4.401741), (51.220536, 4.401612), (51.220622, 4.401526), (51.220622, 4.401441), (51.220536, 4.401355), (51.220493, 4.401226), (51.220493, 4.400368), (51.22045, 4.400239), (51.220365, 4.400239), (51.220279, 4.400496), (51.220021, 4.400754), (51.219935, 4.401011), (51.21985, 4.401097), (51.21985, 4.401183), (51.219935, 4.401269), (51.219978, 4.401398), (51.219935, 4.401526), (51.21985, 4.401612), (51.219807, 4.401741), (51.219807, 4.402084), (51.219764, 4.402213), (51.219592, 4.402385), (51.219506, 4.402385), (51.219463, 4.402256), (51.219463, 4.401398), (51.21942, 4.401269), (51.219292, 4.401226), (51.218777, 4.401226), (51.218648, 4.401183), (51.218605, 4.401054), (51.218648, 4.400926), (51.218905, 4.40084), (51.218948, 4.400711), (51.218905, 4.400582), (51.218648, 4.400496), (51.218605, 4.400368), (51.218648, 4.400239), (51.218777, 4.400196), (51.218948, 4.400196), (51.219077, 4.400239), (51.219163, 4.400325), (51.219292, 4.400368), (51.21942, 4.400325), (51.219506, 4.400239), (51.219764, 4.400153), (51.219807, 4.400024), (51.219764, 4.399896), (51.21942, 4.399552), (51.219292, 4.399509), (51.219163, 4.399552), (51.219077, 4.399638), (51.218991, 4.399638), (51.218948, 4.399509), (51.218948, 4.399338), (51.218991, 4.399209), (51.219077, 4.399123), (51.219163, 4.398866), (51.219335, 4.398694), (51.21942, 4.398694), (51.219463, 4.398823), (51.21942, 4.398952), (51.219335, 4.399037), (51.219335, 4.399123), (51.219592, 4.399209), (51.220021, 4.399638), (51.220107, 4.399638), (51.22045, 4.399295), (51.22045, 4.399209), (51.219506, 4.398265), (51.219463, 4.398136), (51.219506, 4.398007), (51.219635, 4.397964), (51.219764, 4.398007), (51.21985, 4.398093), (51.219935, 4.398093), (51.220021, 4.397836), (51.220107, 4.39775), (51.22015, 4.397621), (51.22015, 4.397449), (51.220193, 4.397321), (51.220365, 4.397149), (51.22045, 4.397149), (51.220708, 4.397407), (51.220837, 4.397449), (51.220965, 4.397407), (51.221008, 4.397278), (51.221008, 4.397106), (51.221051, 4.396977), (51.221395, 4.396634), (51.22148, 4.396613), (51.221523, 4.396677), (51.221523, 4.396784)]"
2050,2924.0,,Meensesteenweg,179.0,8501.0,Bissegem,West-Vlaanderen,in de keuken,,,,"Meensesteenweg,179.0,West-Vlaanderen,Belgium",50.9166215,3.1161075,"[(50.916138, 3.113444), (50.916138, 3.113937), (50.916181, 3.114066), (50.916266, 3.114152), (50.916309, 3.114281), (50.916309, 3.114796), (50.916352, 3.114924), (50.916438, 3.11501), (50.916481, 3.115139), (50.916481, 3.115654), (50.916524, 3.115783), (50.916696, 3.115954), (50.916824, 3.115997), (50.917168, 3.115997), (50.917296, 3.11604), (50.917382, 3.116126), (50.917511, 3.116169), (50.917854, 3.116169), (50.917983, 3.116212), (50.918069, 3.116298), (50.918198, 3.116341), (50.918541, 3.116341), (50.91867, 3.116384), (50.918756, 3.116469), (50.919013, 3.116555), (50.919013, 3.116641), (50.918884, 3.116684), (50.918369, 3.116684), (50.918241, 3.116641), (50.918155, 3.116555), (50.918026, 3.116512), (50.917683, 3.116512), (50.917554, 3.116469), (50.917468, 3.116384), (50.917339, 3.116341), (50.916824, 3.116341), (50.916696, 3.116298), (50.91661, 3.116212), (50.916524, 3.116212), (50.916481, 3.116341), (50.916481, 3.117027), (50.916438, 3.117156), (50.916352, 3.117156), (50.916309, 3.117027), (50.916309, 3.116856), (50.916266, 3.116727), (50.916181, 3.116641), (50.916138, 3.116512), (50.916138, 3.116341), (50.916095, 3.116212), (50.915966, 3.116169), (50.915279, 3.116169), (50.915151, 3.116126), (50.915065, 3.115869), (50.914979, 3.115783), (50.914936, 3.115654), (50.914936, 3.115139), (50.914979, 3.11501), (50.915065, 3.11501), (50.915236, 3.115182), (50.915279, 3.115311), (50.915279, 3.115654), (50.915322, 3.115783), (50.91558, 3.115869), (50.915666, 3.115954), (50.915794, 3.115997), (50.916138, 3.115997), (50.916266, 3.115954), (50.916309, 3.115826), (50.916309, 3.115482), (50.916266, 3.115354), (50.916181, 3.115268), (50.916138, 3.115139), (50.916138, 3.114796), (50.916095, 3.114667), (50.916009, 3.114581), (50.915966, 3.114452), (50.915966, 3.113766), (50.915923, 3.113637), (50.915837, 3.113551), (50.915794, 3.113422), (50.915837, 3.113294), (50.915966, 3.113251), (50.916095, 3.113272), (50.916138, 3.113337), (50.916138, 3.113444)]"
2074,2949.0,,Arenbergstraat,24.0,2000.0,Antwerpen,Antwerpen,"glvl,achter onthaal bij liften",,,,"Arenbergstraat,24.0,Antwerpen,Belgium",51.2153041,4.4068325,"[(51.21603, 4.404509), (51.216073, 4.404616), (51.216331, 4.404702), (51.216416, 4.40496), (51.216502, 4.405046), (51.216588, 4.405303), (51.216717, 4.405346), (51.21706, 4.405346), (51.217189, 4.405389), (51.217189, 4.405475), (51.217017, 4.405646), (51.216888, 4.405689), (51.216717, 4.405689), (51.216588, 4.405732), (51.216545, 4.405861), (51.216545, 4.407921), (51.216502, 4.40805), (51.216245, 4.408135), (51.216202, 4.408264), (51.216202, 4.409122), (51.216159, 4.409251), (51.21603, 4.409294), (51.215515, 4.409294), (51.215386, 4.409337), (51.215301, 4.409423), (51.215172, 4.409466), (51.215043, 4.409423), (51.215, 4.409294), (51.215, 4.409122), (51.215043, 4.408994), (51.215129, 4.408908), (51.215172, 4.408779), (51.215172, 4.407234), (51.215129, 4.407105), (51.215043, 4.407105), (51.215, 4.407234), (51.215, 4.407406), (51.214957, 4.407535), (51.214871, 4.407535), (51.214828, 4.407406), (51.214828, 4.407234), (51.214786, 4.407105), (51.214657, 4.407063), (51.214485, 4.407063), (51.214356, 4.407105), (51.214271, 4.407191), (51.214142, 4.407234), (51.21397, 4.407234), (51.213841, 4.407277), (51.213756, 4.407363), (51.213627, 4.407406), (51.213455, 4.407406), (51.213326, 4.407363), (51.213284, 4.407234), (51.213326, 4.407105), (51.213584, 4.40702), (51.213627, 4.406891), (51.213627, 4.406033), (51.21367, 4.405904), (51.213756, 4.405904), (51.213841, 4.40599), (51.21397, 4.406033), (51.214657, 4.406033), (51.214786, 4.40599), (51.214828, 4.405861), (51.214828, 4.405346), (51.214786, 4.405217), (51.214657, 4.405174), (51.214142, 4.405174), (51.214013, 4.405131), (51.21397, 4.405003), (51.214013, 4.404874), (51.214142, 4.404831), (51.214657, 4.404831), (51.214786, 4.404874), (51.214871, 4.40496), (51.215, 4.405003), (51.215172, 4.405003), (51.215301, 4.40496), (51.215386, 4.404874), (51.215644, 4.404788), (51.215816, 4.404616), (51.215901, 4.404359), (51.215987, 4.404337), (51.21603, 4.404402), (51.21603, 4.404509)]"
2077,2952.0,,Amsterdamstraat ,18.0,2000.0,Antwerpen,Antwerpen,"verd 1A, lobie",,,,"Amsterdamstraat ,18.0,Antwerpen,Belgium",51.2311544,4.4047455,"[(51.231308, 4.401762), (51.231308, 4.401913), (51.231265, 4.402041), (51.231179, 4.402127), (51.231136, 4.402256), (51.231136, 4.402599), (51.231179, 4.402728), (51.231308, 4.402771), (51.232166, 4.402771), (51.232295, 4.402814), (51.232338, 4.402943), (51.232295, 4.403071), (51.232166, 4.403114), (51.231651, 4.403114), (51.231523, 4.403157), (51.23148, 4.403286), (51.23148, 4.403629), (51.231523, 4.403758), (51.231608, 4.403844), (51.231651, 4.403973), (51.231608, 4.404101), (51.231523, 4.404187), (51.23148, 4.404316), (51.23148, 4.404831), (51.231523, 4.40496), (51.231651, 4.405003), (51.232853, 4.405003), (51.232982, 4.405046), (51.232982, 4.405131), (51.232853, 4.405174), (51.231651, 4.405174), (51.231523, 4.405217), (51.23148, 4.405346), (51.23148, 4.406719), (51.231437, 4.406848), (51.231351, 4.406934), (51.231308, 4.407063), (51.231308, 4.407921), (51.231265, 4.40805), (51.231179, 4.40805), (51.231008, 4.407878), (51.230965, 4.407749), (51.230965, 4.406719), (51.230922, 4.40659), (51.230836, 4.40659), (51.23075, 4.406676), (51.230621, 4.406719), (51.230106, 4.406719), (51.229978, 4.406676), (51.229935, 4.406548), (51.229978, 4.406419), (51.230106, 4.406376), (51.230793, 4.406376), (51.230922, 4.406333), (51.230965, 4.406204), (51.230965, 4.405689), (51.230922, 4.40556), (51.230793, 4.405518), (51.230621, 4.405518), (51.230493, 4.40556), (51.230407, 4.405646), (51.230278, 4.405689), (51.229763, 4.405689), (51.229634, 4.405646), (51.229591, 4.405518), (51.229591, 4.405346), (51.229634, 4.405217), (51.229763, 4.405174), (51.229935, 4.405174), (51.230063, 4.405131), (51.230106, 4.405003), (51.230106, 4.404316), (51.230063, 4.404187), (51.229935, 4.404144), (51.229763, 4.404144), (51.229634, 4.404101), (51.229634, 4.404016), (51.229763, 4.403973), (51.229935, 4.403973), (51.230063, 4.40393), (51.230063, 4.403844), (51.229978, 4.403758), (51.229935, 4.403629), (51.229978, 4.403501), (51.230063, 4.403415), (51.230106, 4.403286), (51.230106, 4.402599), (51.230063, 4.402471), (51.229978, 4.402385), (51.229935, 4.402256), (51.229978, 4.402127), (51.230106, 4.402084), (51.230235, 4.402127), (51.230321, 4.402213), (51.230578, 4.402299), (51.230836, 4.402556), (51.230922, 4.402556), (51.230965, 4.402428), (51.230965, 4.401741), (51.231008, 4.401612), (51.231136, 4.401569), (51.231265, 4.401591), (51.231308, 4.401655), (51.231308, 4.401762)]"
2131,3007.0,,Noorderlaan,139.0,2030.0,Antwerpen,Antwerpen,"receptie Ferranti, 3de verd",,,,"Noorderlaan,139.0,Antwerpen,Belgium",51.26415490000001,4.4016149,"[(51.263409, 4.400218), (51.263366, 4.400325), (51.26328, 4.400411), (51.263237, 4.400539), (51.263237, 4.400711), (51.263194, 4.40084), (51.263108, 4.400926), (51.263065, 4.401054), (51.263108, 4.401183), (51.263237, 4.401226), (51.264095, 4.401226), (51.264224, 4.401269), (51.264224, 4.401355), (51.263967, 4.401441), (51.263924, 4.401569), (51.263924, 4.401741), (51.263881, 4.40187), (51.263752, 4.401913), (51.26358, 4.401913), (51.263452, 4.401956), (51.263366, 4.402041), (51.263237, 4.402084), (51.263065, 4.402084), (51.262937, 4.402041), (51.262851, 4.401956), (51.262593, 4.40187), (51.26255, 4.401741), (51.26255, 4.401569), (51.262593, 4.401441), (51.262679, 4.401355), (51.262765, 4.401097), (51.262851, 4.401011), (51.262894, 4.400883), (51.262894, 4.400711), (51.262937, 4.400582), (51.263022, 4.400496), (51.263065, 4.400368), (51.263065, 4.400196), (51.263108, 4.400067), (51.263237, 4.400024), (51.263366, 4.400046), (51.263409, 4.40011), (51.263409, 4.400218)]"
2156,3038.0,,Jozef De Bomstraat,47.0,2018.0,Antwerpen,Antwerpen,glvl,,,,"Jozef De Bomstraat,47.0,Antwerpen,Belgium",51.2063898,4.4058,"[(51.207747, 4.403436), (51.207662, 4.403501), (51.207404, 4.403758), (51.207147, 4.403844), (51.207061, 4.404101), (51.206975, 4.404187), (51.206932, 4.404316), (51.206932, 4.404488), (51.206889, 4.404616), (51.206803, 4.404702), (51.20676, 4.404831), (51.20676, 4.405174), (51.206717, 4.405303), (51.206632, 4.405389), (51.206589, 4.405518), (51.206589, 4.405689), (51.206546, 4.405818), (51.20646, 4.405904), (51.206417, 4.406033), (51.206417, 4.406204), (51.206374, 4.406333), (51.206288, 4.406419), (51.206245, 4.406548), (51.206245, 4.406719), (51.206203, 4.406848), (51.206117, 4.406934), (51.206074, 4.407063), (51.206074, 4.407406), (51.206117, 4.407535), (51.206288, 4.407706), (51.206546, 4.407792), (51.206717, 4.407964), (51.206717, 4.40805), (51.206589, 4.408092), (51.206417, 4.408092), (51.206288, 4.40805), (51.206031, 4.407792), (51.205945, 4.407792), (51.205773, 4.407964), (51.205688, 4.408221), (51.205559, 4.408264), (51.20543, 4.408221), (51.205387, 4.408092), (51.205387, 4.407749), (51.20543, 4.40762), (51.205688, 4.407535), (51.20573, 4.407406), (51.20573, 4.407234), (51.205773, 4.407105), (51.205859, 4.40702), (51.205902, 4.406891), (51.205902, 4.406719), (51.205945, 4.40659), (51.206031, 4.406505), (51.206074, 4.406376), (51.206074, 4.406204), (51.206031, 4.406075), (51.205945, 4.40599), (51.205902, 4.405861), (51.205902, 4.405518), (51.205859, 4.405389), (51.205773, 4.405303), (51.20573, 4.405174), (51.20573, 4.404831), (51.205688, 4.404702), (51.205602, 4.404616), (51.205559, 4.404488), (51.205602, 4.404359), (51.20573, 4.404316), (51.205859, 4.404359), (51.205902, 4.404488), (51.205902, 4.404831), (51.205945, 4.40496), (51.206031, 4.405046), (51.206074, 4.405174), (51.206074, 4.405518), (51.206117, 4.405646), (51.206203, 4.405646), (51.206374, 4.405475), (51.206417, 4.405346), (51.206417, 4.405003), (51.20646, 4.404874), (51.206546, 4.404788), (51.206589, 4.404659), (51.206589, 4.404488), (51.206632, 4.404359), (51.206717, 4.404273), (51.20676, 4.404144), (51.206717, 4.404016), (51.206632, 4.40393), (51.206632, 4.403844), (51.206717, 4.403758), (51.206803, 4.403501), (51.206932, 4.403458), (51.207275, 4.403458), (51.207404, 4.403415), (51.20749, 4.403329), (51.207619, 4.403286), (51.207747, 4.403307), (51.20779, 4.403372), (51.207747, 4.403436)]"
2189,3072.0,,Brialmontlei ,45.0,2018.0,Antwerpen,Antwerpen,"glvl, inkomhal",,,,"Brialmontlei ,45.0,Antwerpen,Belgium",51.2096618,4.4205796,"[(51.210365, 4.417555), (51.210408, 4.417663), (51.210666, 4.417748), (51.210666, 4.417834), (51.210408, 4.41792), (51.210322, 4.418178), (51.210237, 4.418263), (51.210194, 4.418392), (51.210194, 4.418564), (51.210151, 4.418693), (51.210065, 4.418778), (51.210022, 4.418907), (51.210022, 4.419079), (51.209979, 4.419208), (51.209893, 4.419293), (51.20985, 4.419422), (51.20985, 4.419937), (51.209893, 4.420066), (51.209979, 4.420152), (51.210022, 4.42028), (51.210022, 4.420452), (51.209979, 4.420581), (51.209893, 4.420667), (51.20985, 4.420795), (51.20985, 4.421654), (51.209807, 4.421782), (51.209722, 4.421868), (51.209679, 4.421997), (51.209679, 4.422684), (51.209636, 4.422812), (51.20955, 4.422898), (51.209507, 4.423027), (51.20955, 4.423156), (51.209636, 4.423242), (51.209679, 4.42337), (51.209679, 4.423542), (51.209636, 4.423671), (51.20955, 4.423671), (51.209378, 4.423499), (51.209335, 4.42337), (51.209335, 4.423199), (51.209292, 4.42307), (51.209207, 4.42307), (51.208777, 4.423499), (51.208692, 4.423499), (51.208649, 4.42337), (51.208692, 4.423242), (51.208949, 4.422984), (51.208949, 4.422898), (51.208863, 4.422812), (51.20882, 4.422684), (51.208863, 4.422555), (51.208992, 4.422512), (51.209164, 4.422512), (51.209292, 4.422469), (51.209335, 4.42234), (51.209335, 4.421482), (51.209378, 4.421353), (51.209464, 4.421268), (51.209507, 4.421139), (51.209507, 4.420109), (51.20955, 4.41998), (51.209636, 4.419894), (51.209679, 4.419765), (51.209679, 4.418907), (51.209722, 4.418778), (51.209807, 4.418693), (51.209893, 4.418435), (51.209979, 4.418349), (51.210022, 4.418221), (51.210022, 4.418049), (51.210065, 4.41792), (51.210151, 4.417834), (51.210151, 4.417748), (51.210065, 4.417663), (51.210022, 4.417534), (51.210065, 4.417405), (51.210194, 4.417362), (51.210322, 4.417384), (51.210365, 4.417448), (51.210365, 4.417555)]"
2190,3073.0,,Jacob Jordaensstraat ,21.0,2018.0,Antwerpen,Antwerpen,"glvl, atrium",,,,"Jacob Jordaensstraat ,21.0,Antwerpen,Belgium",51.2089222,4.4152796,"[(51.20955, 4.412706), (51.209636, 4.41277), (51.209679, 4.412899), (51.209636, 4.413028), (51.209378, 4.413285), (51.209335, 4.413414), (51.209335, 4.413757), (51.209292, 4.413886), (51.209035, 4.414144), (51.208992, 4.414272), (51.208992, 4.415302), (51.209035, 4.415431), (51.209164, 4.415474), (51.209507, 4.415474), (51.209636, 4.415431), (51.209722, 4.415345), (51.209979, 4.415259), (51.210237, 4.415002), (51.210322, 4.415002), (51.210494, 4.415174), (51.210494, 4.415259), (51.210322, 4.415431), (51.210065, 4.415517), (51.209979, 4.415603), (51.20985, 4.415646), (51.209679, 4.415646), (51.20955, 4.415689), (51.209464, 4.415774), (51.209207, 4.41586), (51.209164, 4.415989), (51.209164, 4.416332), (51.209207, 4.416461), (51.209292, 4.416547), (51.209335, 4.416676), (51.209335, 4.417362), (51.209378, 4.417491), (51.209464, 4.417577), (51.20955, 4.417834), (51.209807, 4.41792), (51.20985, 4.418049), (51.209807, 4.418178), (51.20955, 4.418263), (51.209464, 4.418349), (51.209378, 4.418349), (51.209335, 4.418221), (51.209335, 4.418049), (51.209292, 4.41792), (51.209207, 4.417834), (51.209164, 4.417706), (51.209164, 4.417019), (51.209121, 4.41689), (51.209035, 4.416804), (51.208992, 4.416676), (51.208992, 4.416161), (51.208949, 4.416032), (51.208863, 4.416032), (51.208777, 4.416118), (51.20852, 4.416203), (51.208434, 4.416289), (51.208305, 4.416332), (51.208134, 4.416332), (51.208005, 4.416375), (51.207919, 4.416461), (51.207662, 4.416547), (51.207576, 4.416633), (51.207447, 4.416676), (51.207318, 4.416633), (51.207275, 4.416504), (51.207318, 4.416375), (51.207576, 4.416289), (51.207662, 4.416203), (51.20779, 4.416161), (51.207962, 4.416161), (51.208091, 4.416118), (51.208177, 4.416032), (51.208434, 4.415946), (51.20852, 4.41586), (51.208777, 4.415774), (51.20882, 4.415646), (51.20882, 4.415474), (51.208777, 4.415345), (51.208649, 4.415302), (51.20779, 4.415302), (51.207662, 4.415259), (51.207576, 4.415174), (51.207318, 4.415088), (51.207232, 4.415002), (51.207104, 4.414959), (51.206932, 4.414959), (51.206803, 4.414916), (51.20676, 4.414787), (51.206803, 4.414659), (51.206932, 4.414616), (51.207104, 4.414616), (51.207232, 4.414659), (51.207318, 4.414744), (51.207576, 4.41483), (51.207662, 4.414916), (51.20779, 4.414959), (51.208305, 4.414959), (51.208434, 4.415002), (51.20852, 4.415088), (51.208649, 4.415131), (51.208777, 4.415088), (51.208777, 4.415002), (51.208692, 4.414916), (51.208649, 4.414787), (51.208649, 4.414444), (51.208606, 4.414315), (51.20852, 4.414229), (51.208434, 4.413972), (51.207919, 4.413457), (51.207662, 4.413371), (51.207619, 4.413242), (51.207662, 4.413114), (51.207833, 4.412942), (51.207919, 4.412942), (51.208262, 4.413285), (51.208348, 4.413543), (51.208692, 4.413886), (51.20882, 4.413929), (51.208949, 4.413886), (51.208992, 4.413757), (51.208992, 4.413414), (51.209035, 4.413285), (51.209292, 4.413028), (51.209335, 4.412899), (51.209335, 4.412727), (51.209378, 4.412599), (51.209464, 4.412577), (51.20955, 4.412706)]"
2274,3164.0,,Sint-Bernardsesteenweg ,200.0,2020.0,Antwerpen,Antwerpen,glvl aan het onthaal,,,,"Sint-Bernardsesteenweg ,200.0,Antwerpen,Belgium",51.1751817,4.3666277,"[(51.174531, 4.364469), (51.174617, 4.364533), (51.17466, 4.364662), (51.17466, 4.366035), (51.174703, 4.366164), (51.174874, 4.366336), (51.175132, 4.366422), (51.175218, 4.366508), (51.175475, 4.366593), (51.175733, 4.366851), (51.17599, 4.366937), (51.176419, 4.367366), (51.176677, 4.367452), (51.177363, 4.368138), (51.177363, 4.368224), (51.177106, 4.36831), (51.17702, 4.368396), (51.176934, 4.368396), (51.176505, 4.367967), (51.176248, 4.367881), (51.176076, 4.367709), (51.17599, 4.367452), (51.175475, 4.366937), (51.175218, 4.366851), (51.175132, 4.366765), (51.174874, 4.366679), (51.174617, 4.366422), (51.174359, 4.366336), (51.174273, 4.36625), (51.174016, 4.366164), (51.17393, 4.366078), (51.173673, 4.365993), (51.173587, 4.365907), (51.173329, 4.365821), (51.172986, 4.365478), (51.172986, 4.365392), (51.173115, 4.365349), (51.173286, 4.365349), (51.173415, 4.365392), (51.173673, 4.365649), (51.17393, 4.365735), (51.174016, 4.365821), (51.174273, 4.365907), (51.174359, 4.365993), (51.174445, 4.365993), (51.174488, 4.365864), (51.174488, 4.365349), (51.174445, 4.36522), (51.174359, 4.365134), (51.174316, 4.365005), (51.174316, 4.364491), (51.174359, 4.364362), (51.174445, 4.36434), (51.174531, 4.364469)]"
2352,3247.0,,Generaal Lemanstraat,47.0,2018.0,Antwerpen,Antwerpen,2verd. 5 achteraan,,,,"Generaal Lemanstraat,47.0,Antwerpen,Belgium",51.1918561,4.4129323,
2379,3276.0,,Ringlaan ,11.0,8501.0,Heule,West-Vlaanderen,alokaal achter balie rechts,,,,"Ringlaan ,11.0,West-Vlaanderen,Belgium",51.2513468,3.0454041,
2404,3302.0,,Emdenweg,,2030.0,Antwerpen,Antwerpen,portiersloge Einde Emdenweg,,,,"Emdenweg,,Antwerpen,Belgium",51.25792,4.37439,
2414,3312.0,,Izegemsestraat,375.0,8501.0,Heule,West-Vlaanderen,"atelier,glvl thv trap nr burele",,,,"Izegemsestraat,375.0,West-Vlaanderen,Belgium",50.931412,3.164877,
2420,3319.0,,Scheldelaan ,470.0,2040.0,Antwerpen,Antwerpen,garage nst brandweerkazerne,,,,"Scheldelaan ,470.0,Antwerpen,Belgium",51.2998941,4.3074336,
2421,3320.0,,Scheldelaan ,470.0,2040.0,Antwerpen,Antwerpen,gang naast EHBO-lokaal,,,,"Scheldelaan ,470.0,Antwerpen,Belgium",51.2998941,4.3074336,
2444,3346.0,,Rijnkaai ,37.0,2000.0,Antwerpen,Antwerpen,nabij de receptie,,,,"Rijnkaai ,37.0,Antwerpen,Belgium",51.2313153,4.4029316,
2446,3348.0,,Noordelaan ,79.0,2030.0,Antwerpen,Antwerpen,1ste verdieping,,,,"Noordelaan ,79.0,Antwerpen,Belgium",51.2807318,4.3850942,
2471,3375.0,,Hoveniersstraat,22.0,2018.0,Antwerpen,Antwerpen,glvl in hal v. AWDC gebouw,,,,"Hoveniersstraat,22.0,Antwerpen,Belgium",51.2151764,4.4187768,
2472,3376.0,,Beddenstraat,,2000.0,Antwerpen,Antwerpen,"glvl,ingang kledingwink. Mango",,,,"Beddenstraat,,Antwerpen,Belgium",51.2188663,4.4034381,
2484,3392.0,,Beliweg ,20.0,2030.0,Antwerpen,Antwerpen,"zwart geb,op glvl in EHBO lokaal",,,,"Beliweg ,20.0,Antwerpen,Belgium",51.2497615,4.37499,
2486,3394.0,,Bad Godesberglaan ,22.0,8500.0,Kortrijk,West-Vlaanderen,"glvl,zaal 4,zaalwachterslokaa",,,,"Bad Godesberglaan ,22.0,West-Vlaanderen,Belgium",50.8076611,3.3010561,
2491,3399.0,,Groenendaallaan ,394.0,2030.0,Antwerpen,Antwerpen,niv. Foyer-achter scheurbalies,,,,"Groenendaallaan ,394.0,Antwerpen,Belgium",51.2445755,4.42583,
